created_at,id,id_str,full_text,source,retweet_count,favorite_count,time,year
2017-07-09 00:00:04+00:00,883838122936631299,883838122936631296,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Twitter for iPhone,3586,22349,2017-Jul,2017
2017-07-08 00:28:19+00:00,883482846933004288,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Twitter for iPhone,10407,46860,2017-Jul,2017
2017-07-07 16:22:55+00:00,883360690899218434,883360690899218432,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Twitter for iPhone,3825,22986,2017-Jul,2017
2017-07-07 00:17:54+00:00,883117836046086144,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",Twitter for iPhone,6949,37914,2017-Jul,2017
2017-07-06 15:58:11+00:00,882992080364220416,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Twitter for iPhone,4122,24445,2017-Jul,2017
2017-07-06 00:46:41+00:00,882762694511734784,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Twitter for iPhone,5134,28903,2017-Jul,2017
2017-07-05 15:48:34+00:00,882627270321602560,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Twitter for iPhone,6342,28382,2017-Jul,2017
2017-07-04 16:01:23+00:00,882268110199369728,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Twitter for iPhone,12118,45880,2017-Jul,2017
2017-07-04 01:18:17+00:00,882045870035918850,882045870035918848,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Twitter for iPhone,5203,29900,2017-Jul,2017
2017-07-03 16:04:48+00:00,881906580714921986,881906580714921984,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Twitter for iPhone,3533,24773,2017-Jul,2017
2017-07-03 00:11:11+00:00,881666595344535552,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Twitter for iPhone,11099,51522,2017-Jul,2017
2017-07-02 21:58:53+00:00,881633300179243008,881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,Twitter for iPhone,7,129,2017-Jul,2017
2017-07-02 15:32:16+00:00,881536004380872706,881536004380872704,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",Twitter for iPhone,16570,50199,2017-Jul,2017
2017-07-01 21:49:04+00:00,881268444196462592,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Twitter for iPhone,5358,23501,2017-Jul,2017
2017-06-30 23:47:07+00:00,880935762899988482,880935762899988480,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Twitter for iPhone,2886,17346,2017-Jun,2017
2017-06-30 19:35:32+00:00,880872448815771648,880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,Twitter for iPhone,3989,21734,2017-Jun,2017
2017-06-29 16:39:47+00:00,880465832366813184,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Twitter for iPhone,6546,29075,2017-Jun,2017
2017-06-29 00:27:25+00:00,880221127280381952,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Twitter for iPhone,4436,27640,2017-Jun,2017
2017-06-28 16:09:20+00:00,880095782870896641,880095782870896640,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,Twitter for iPhone,4533,28150,2017-Jun,2017
2017-06-28 00:42:13+00:00,879862464715927552,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Twitter for iPhone,3642,22667,2017-Jun,2017
2017-06-27 12:14:36+00:00,879674319642796034,879674319642796032,@RealKentMurphy 14/10 confirmed,Twitter for iPhone,10,315,2017-Jun,2017
2017-06-27 00:10:17+00:00,879492040517615616,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Twitter for iPhone,3323,23822,2017-Jun,2017
2017-06-26 19:07:24+00:00,879415818425184262,879415818425184256,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Twitter for iPhone,45849,107956,2017-Jun,2017
2017-06-26 16:31:08+00:00,879376492567855104,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Twitter for iPhone,3261,17099,2017-Jun,2017
2017-06-25 18:56:45+00:00,879050749262655488,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Twitter for iPhone,4941,23022,2017-Jun,2017
2017-06-25 16:07:47+00:00,879008229531029506,879008229531029504,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Twitter for iPhone,2812,19317,2017-Jun,2017
2017-06-25 00:45:22+00:00,878776093423087618,878776093423087616,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Twitter for iPhone,4319,19763,2017-Jun,2017
2017-06-24 13:24:20+00:00,878604707211726852,878604707211726848,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,Twitter for iPhone,7582,30931,2017-Jun,2017
2017-06-23 16:00:04+00:00,878281511006478336,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Twitter for iPhone,1349,7913,2017-Jun,2017
2017-06-23 01:10:23+00:00,878057613040115712,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Twitter for iPhone,7181,42876,2017-Jun,2017
2017-06-22 03:54:17+00:00,877736472329191424,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Twitter for iPhone,17300,71144,2017-Jun,2017
2017-06-21 15:58:08+00:00,877556246731214848,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Twitter for iPhone,3994,23258,2017-Jun,2017
2017-06-21 00:06:44+00:00,877316821321428993,877316821321428992,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Twitter for iPhone,5414,27907,2017-Jun,2017
2017-06-20 16:29:50+00:00,877201837425926144,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Twitter for iPhone,5880,27755,2017-Jun,2017
2017-06-19 16:24:33+00:00,876838120628539392,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Twitter for iPhone,3506,21125,2017-Jun,2017
2017-06-18 20:30:39+00:00,876537666061221889,876537666061221888,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,Twitter for iPhone,4800,23869,2017-Jun,2017
2017-06-18 16:57:37+00:00,876484053909872640,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Twitter for iPhone,2511,19163,2017-Jun,2017
2017-06-17 16:52:05+00:00,876120275196170240,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Twitter for iPhone,4903,28490,2017-Jun,2017
2017-06-16 16:11:53+00:00,875747767867523072,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Twitter for iPhone,4497,25773,2017-Jun,2017
2017-06-15 00:13:52+00:00,875144289856114688,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Twitter for iPhone,5081,22185,2017-Jun,2017
2017-06-14 21:06:43+00:00,875097192612077568,875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,Twitter for iPhone,6342,27997,2017-Jun,2017
2017-06-14 16:04:48+00:00,875021211251597312,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,Twitter for iPhone,4922,26022,2017-Jun,2017
2017-06-13 17:29:20+00:00,874680097055178752,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Twitter for iPhone,4875,28439,2017-Jun,2017
2017-06-12 16:06:11+00:00,874296783580663808,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Twitter for iPhone,4308,26651,2017-Jun,2017
2017-06-12 00:15:36+00:00,874057562936811520,874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",Twitter for iPhone,4125,23134,2017-Jun,2017
2017-06-11 21:18:31+00:00,874012996292530176,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Twitter for iPhone,11007,35501,2017-Jun,2017
2017-06-10 16:39:04+00:00,873580283840344065,873580283840344064,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",Twitter for iPhone,4143,24837,2017-Jun,2017
2017-06-09 16:22:42+00:00,873213775632977920,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Twitter for iPhone,1667,7467,2017-Jun,2017
2017-06-09 00:02:31+00:00,872967104147763200,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,Twitter for iPhone,5669,28031,2017-Jun,2017
2017-06-08 14:20:41+00:00,872820683541237760,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",Twitter for iPhone,3884,15029,2017-Jun,2017
2017-06-08 01:06:27+00:00,872620804844003328,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Twitter for iPhone,3911,21309,2017-Jun,2017
2017-06-07 16:14:40+00:00,872486979161796608,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,Twitter for iPhone,9429,41606,2017-Jun,2017
2017-06-07 01:19:32+00:00,872261713294495745,872261713294495744,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,Twitter for iPhone,6649,35085,2017-Jun,2017
2017-06-06 16:07:15+00:00,872122724285648897,872122724285648896,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Twitter for iPhone,8549,35324,2017-Jun,2017
2017-06-06 00:01:46+00:00,871879754684805121,871879754684805120,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Twitter for iPhone,11918,39090,2017-Jun,2017
2017-06-05 16:15:56+00:00,871762521631449091,871762521631449088,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,Twitter for iPhone,3678,20787,2017-Jun,2017
2017-06-04 23:56:03+00:00,871515927908634625,871515927908634624,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Twitter for iPhone,3628,20730,2017-Jun,2017
2017-06-03 20:33:19+00:00,871102520638267392,871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,Twitter for iPhone,5764,21461,2017-Jun,2017
2017-06-03 15:55:36+00:00,871032628920680449,871032628920680448,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Twitter for iPhone,3999,23255,2017-Jun,2017
2017-06-03 00:48:22+00:00,870804317367881728,870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,Twitter for iPhone,6393,33791,2017-Jun,2017
2017-06-02 19:38:25+00:00,870726314365509632,870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,Twitter for iPhone,3,121,2017-Jun,2017
2017-06-02 15:00:16+00:00,870656317836468226,870656317836468224,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",Twitter for iPhone,2817,12819,2017-Jun,2017
2017-06-01 20:18:38+00:00,870374049280663552,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Twitter for iPhone,27680,85011,2017-Jun,2017
2017-06-01 16:00:09+00:00,870308999962521604,870308999962521600,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Twitter for iPhone,4384,22453,2017-Jun,2017
2017-05-31 23:43:25+00:00,870063196459192321,870063196459192320,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,Twitter for iPhone,8840,37771,2017-May,2017
2017-05-31 04:27:59+00:00,869772420881756160,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Twitter for iPhone,10663,43710,2017-May,2017
2017-05-30 23:51:58+00:00,869702957897576449,869702957897576448,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Twitter for iPhone,6728,29116,2017-May,2017
2017-05-30 16:49:31+00:00,869596645499047938,869596645499047936,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Twitter for iPhone,3327,16476,2017-May,2017
2017-05-29 16:24:37+00:00,869227993411051520,869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Twitter for iPhone,4023,21112,2017-May,2017
2017-05-28 17:23:24+00:00,868880397819494401,868880397819494400,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,Twitter for iPhone,12518,55098,2017-May,2017
2017-05-28 00:18:35+00:00,868622495443632128,868622495443632128,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,Twitter for iPhone,6275,28295,2017-May,2017
2017-05-27 19:39:34+00:00,868552278524837888,868552278524837888,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Twitter for iPhone,2240,10539,2017-May,2017
2017-05-26 00:29:37+00:00,867900495410671616,867900495410671616,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",Twitter for iPhone,4439,24964,2017-May,2017
2017-05-25 16:10:44+00:00,867774946302451713,867774946302451712,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,Twitter for iPhone,7788,35179,2017-May,2017
2017-05-24 16:44:18+00:00,867421006826221569,867421006826221568,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,Twitter for iPhone,2697,16755,2017-May,2017
